no.,recipe_name,prep_time,cook_time,total_time,servings,yield,ingredients,directions,rating,url,timing,img_src,meal_category,flavor_type,simple_ingredients
36,Baked Ham with Sweet Glaze,20 mins,2 hrs 30 mins,3 hrs,20,1 10-pound ham,"1 (10 pound) fully-cooked, bone-in ham, 4 cups boiling water, or as needed, 1 cup packed brown sugar, 2 tablespoons all-purpose flour, 2 tablespoons dry mustard powder, ¼ cup honey, 1 teaspoon fresh lemon juice, or as needed, 1 (20 ounce) can pineapple chunks, drained, 1 (10 ounce) jar maraschino cherries, drained,   toothpicks","Preheat oven to 400 degrees F (200 degrees C). Place ham on a rack set in a roasting pan, and carefully pour about 1/2 inch of boiling water into the pan beneath the ham.
Bake the ham in the preheated oven for 2 hours, or until a meat thermometer inserted into the thickest part of the meat (do not touch the bone) reads at least 140 degrees F (60 degrees C.)
Reduce oven heat to 350 degrees F (175 degrees C.) In a bowl, mix together the brown sugar, flour, dry mustard, honey, and lemon juice as needed to make a thick, smooth paste. Brush the ham generously with glaze. Skewer 1 pineapple chunk and 1 maraschino cherry per toothpick, and insert the decorated picks all over the ham.
Return the ham to the oven, and roast for 15 minutes. Baste the ham, fruit and all, with glaze and juices that have collected in the bottom of the pan, return to the oven, and roast for an additional 15 minutes. Let the ham rest for at least 10 minutes before slicing.",4.7,https://www.allrecipes.com/recipe/214000/baked-ham-with-sweet-glaze/,"Prep Time: 20 mins, Cook Time: 2 hrs 30 mins, Additional Time: 10 mins, Total Time: 3 hrs, Servings: 20, Yield: 1 10-pound ham",https://www.allrecipes.com/thmb/kQ9m3oV1heKRJ0k47iovhDOFwOM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/739061-2d502b30f28b4ee39031bc51f32ae0fa.jpg,Dinner,Sour,"Ham, Brown sugar, Flour, Mustard, Honey, Lemon, Pineapple, Cherry"
37,Mexican Botana Platter,40 mins,40 mins,1 hrs 20 mins,12,12 servings,"2 pounds beef skirt steak, 2 pounds boneless chicken thighs, 2 teaspoons fajita seasoning, 2 ½ teaspoons garlic powder, divided, 2 cups refried beans,   salt to taste,   lemon pepper to taste, 4  avocados - peeled, pitted, and mashed, 1 cup corn oil, 24  corn tortillas, 1 medium green bell pepper, chopped, 1 medium onion, chopped, ⅓ bunch cilantro, chopped, 1 (16 ounce) package shredded American cheese, 12 ounces sour cream, 2 large tomatoes, chopped, 4  pickled jalapeno peppers, sliced (Optional)","Preheat oven to 350 degrees F (175 degrees C).
Rub beef and chicken with fajita seasoning and 2 teaspoons garlic powder. Cut beef and chicken into 1-inch strips, and set aside.
In a saucepan, warm refried beans over medium-low heat.
Stir salt, lemon pepper, and 1/2 teaspoon garlic powder into mashed avocados. Set aside.
Heat corn oil in a deep skillet over medium-high heat. Cut tortillas in half, then cut in half again to make 4 triangular pieces per tortilla. Place into the skillet as many tortilla pieces as will fit without overlapping, and fry until crisp; repeat this process until all the tortilla pieces have been fried. Remove crisp tortillas to paper towels. Discard oil, and wipe out skillet.
Return skillet to medium heat, and stir in beef, chicken, bell pepper, and onion. Cook, stirring occasionally, about 7 minutes; then stir in cilantro.
Layer the tortilla pieces along the bottom of a large baking dish. Spread refried beans evenly over tortilla pieces. Sprinkle cheese over beans, then spread meat mixture evenly on top.
Bake in preheated oven until cheese and beans are bubbly, about 20 minutes. Remove from oven, and drop sour cream and guacamole by tablespoonfuls in various places across the top. Sprinkle tomatoes and jalapenos on top.",4.7,https://www.allrecipes.com/recipe/86322/mexican-botana-platter/,"Prep Time: 40 mins, Cook Time: 40 mins, Total Time: 1 hrs 20 mins, Servings: 12, Yield: 12 servings",https://www.allrecipes.com/thmb/lyqST07dlkdfnnYmq1oI-8dTVqQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7223980-3fdf6560768d429885fa4c4b4a60676a.jpg,Dinner,Spicy,"Beef, Chicken,  Salt, Pepper, Avocado, Oil, Tortilla, Capsicum, Onion,  Cheese, Sour cream, Tomato"
38,Absolutely Amazing Ahi,10 mins,15 mins,25 mins,6,6 servings,"¾ pound sashimi grade tuna steak, diced, ½ cup diced cucumber, 1  avocados - peeled, pitted and diced, ¼ cup chopped green onion, 1 ½ teaspoons red pepper flakes, 1 tablespoon toasted sesame seeds, 1 ½ teaspoons lemon juice, 2 teaspoons sesame oil, ½ cup soy sauce","In a medium bowl, combine the tuna, cucumber, avocado, green onion, red pepper flakes and sesame seeds. Pour in the lemon juice, sesame oil and soy sauce, and stir carefully to blend so as not to mash the avocado. Place this bowl into a larger bowl that has been filled with ice. Chill in the refrigerator for 15 minutes, but no longer - the terrific freshness of the fish will be lost.
Once chilled, remove the bowl from the ice, and invert onto a serving plate. Serve with toasted bread or your favorite crackers.",4.7,https://www.allrecipes.com/recipe/33247/absolutely-amazing-ahi/,"Prep Time: 10 mins, Cook Time: 15 mins, Total Time: 25 mins, Servings: 6, Yield: 6 servings",https://www.allrecipes.com/thmb/671Xqgtg6wHujOjsHxlLTBsciro=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3933850-aa93bf2fface478691d37e4df3d4fa75.jpg,Dinner,Sour,"Tuna, Cucumber, Avocado, Onion, Chili, Lemon, Sesame oil, Soy sauce"
39,Apricot Brown Sugar Ham,,2 hrs,2 hrs,15,,"1 (10 pound) fully-cooked spiral cut ham, ⅔ cup brown sugar, ⅓ cup apricot jam, 1 teaspoon dry mustard powder","Preheat the oven to 275 degrees F (135 degrees C).
Place the ham cut side down onto a sheet of aluminum foil. I like to put the shiny side up. Mix together the brown sugar, apricot jam, and mustard powder in a small bowl. Brush onto the ham using a pastry or barbeque brush. Reserve any leftover glaze. Enclose the foil around the ham and place on a rimmed baking sheet.
Roast for 2 hours in the preheated oven, or if your ham is a different size, figure 14 minutes per pound. Apply the remaining glaze 20 minutes before the ham is done.











Dotdash Meredith Food Studios
",4.7,https://www.allrecipes.com/recipe/102159/apricot-brown-sugar-ham/,"Cook Time: 2 hrs, Total Time: 2 hrs, Servings: 15",https://www.allrecipes.com/thmb/SLu9E2obOFpbL_sDncDXBCIiQsE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1x1-PASSANO_ALR0922_Faves_Ham_5343-3c7cb8cd6f8f4179905af16dda147058.jpg,Dinner,Light,"Ham, Brown sugar, Apricot, Mustard"
40,Bourbon-Mango Pulled Pork,20 mins,6 hrs,6 hrs 20 mins,10,10 servings,"2  mangos, 1 (4 pound) pork shoulder roast , 2 tablespoons ground black pepper, 1 teaspoon kosher salt, 1 teaspoon chipotle chile powder, ¼ cup balsamic vinegar, 2 cups water, 1 teaspoon chipotle chile powder, 2 teaspoons honey, 1 (1.5 fluid ounce) jigger bourbon whiskey, 2 (12 ounce) bottles barbeque sauce","Peel the mangos and remove the pits. Place the pits into a slow cooker, then roughly chop the mango and set aside. Place the pork shoulder into the slow cooker, and season with the black pepper, kosher salt, and 1 teaspoon chipotle powder; pour in the balsamic vinegar and water.
Cover, and cook on Low 5 to 8 hours until the meat is very tender. Once done, drain the pork, discarding the cooking liquid and mango pits, and shred with two forks.
While the pork is cooking, puree the chopped mango in a blender until smooth, then pour into a saucepan along with the honey, 1 teaspoon chipotle powder, and whiskey. Bring to a simmer. Reduce heat to medium-low, and simmer, stirring frequently until the mango has reduced and darkened slightly, about 10 minutes. Stir in the barbeque sauce, and remove from the heat.
Return the shredded pork to the slow cooker, and stir in the mango barbeque sauce. Cover, and cook on High 1 to 2 hours until the pork absorbs the barbeque sauce.









",4.7,https://www.allrecipes.com/recipe/163001/bourbon-mango-pulled-pork/,"Prep Time: 20 mins, Cook Time: 6 hrs, Total Time: 6 hrs 20 mins, Servings: 10, Yield: 10 servings",https://www.allrecipes.com/thmb/qW4D7N9n4UJgqVSLOSybWEuiwao=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/780295-0c60b357b6074afe850d3014c7739b4d.jpg,Dinner,Sour,"Mango, Pork, Black pepper, Salt, Chili, Vinegar, Water, Honey, Barbecue sauce"
41,French Puff Pastry Tart with Pears and Chocolate,20 mins,30 mins,50 mins,8,8 servings,"½ cup unsalted butter, ½ cup white sugar, 2 tablespoons white sugar, 1 cup blanched almond flour, 2  eggs, 1 sheet frozen puff pastry, thawed, 4 ounces milk chocolate, chopped, 3  pears - peeled, cored and sliced","Line a tart pan with parchment paper. Preheat the oven to 400 degrees F (200 degrees C).
Combine butter and 1/2 cup plus 2 tablespoons sugar in a large bowl; beat using an electric mixer until smooth and creamy. Mix in almond flour. Add eggs 1 at a time and mix until well combined.
Line a tart pan with the puff pastry and prick with a fork all over.
Place chocolate in the top of a double boiler over simmering water. Stir frequently, scraping down the sides with a rubber spatula to avoid scorching, until melted, about 5 minutes. Cool slightly. Cover puff pastry with melted chocolate.
Carefully pour egg mixture on top of the chocolate on the puff pastry without mixing the 2 layers. Arrange pear slices on top of the tart.
Bake in the preheated oven until pastry has puffed up and is golden brown, 25 to 30 minutes.",5,https://www.allrecipes.com/recipe/267990/french-puff-pastry-tart-with-pears-and-chocolate/,"Prep Time: 20 mins, Cook Time: 30 mins, Total Time: 50 mins, Servings: 8, Yield: 8 servings",https://www.allrecipes.com/thmb/6rxJJd52wxPxR7w8RdjCC6dB_8w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5772017-a6f82629aff24d2e9508bd41062da5e9.jpg,Lunch,Light,"Butter, Sugar, Flour, Almond, Egg,  Chocolate, Pear"
42,Arugula-Fig Salad with Creamy Gorgonzola,15 mins,,15 mins,6,6 servings,"¼ cup extra-virgin olive oil, 2 tablespoons lemon juice, 1 tablespoon orange blossom water, or more to taste, 1 tablespoon orange juice, 1 teaspoon grated orange zest","Combine olive oil, lemon juice, orange blossom water, orange juice, and orange zest in a glass jar and shake dressing until emulsified.
Arrange arugula on a salad platter, place figs on top, then top with Gorgonzola cheese and scatter the crushed pistachios over to garnish. Season with salt and pepper. Pour the dressing over the salad and serve immediately.",5,https://www.allrecipes.com/recipe/280567/arugula-fig-salad-with-creamy-gorgonzola/,"Prep Time: 15 mins, Total Time: 15 mins, Servings: 6, Yield: 6 servings",https://www.allrecipes.com/thmb/y_CbtM8oeMsVXsP7NpZyjVmorzE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8163234-aa79a0116b2740c790f507d7f6424e52.jpg,Lunch,Sour,"Oil, Lemon, Orange "
43,Simple Strawberry Salsa,15 mins,,45 mins,10,10 servings,"1 tablespoon lemon juice, 1 ½ teaspoons white sugar, 1 cup finely chopped strawberries, 1 (8 ounce) can unsweetened crushed pineapple, drained, 3  kiwis, peeled and finely chopped, 1  naval orange, peeled and cut into small pieces","Stir lemon juice and sugar together in a bowl to dissolve the sugar; add strawberries, pineapple, kiwis, and orange pieces and stir to coat in the lemon juice mixture.
Cover bowl with plastic wrap and refrigerate at least 30 minutes.",5,https://www.allrecipes.com/recipe/238427/simple-strawberry-salsa/,"Prep Time: 15 mins, Additional Time: 30 mins, Total Time: 45 mins, Servings: 10, Yield: 10 servings",https://www.allrecipes.com/thmb/y63gYRYjghFbC1if0TEbAYfm09Y=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2220499-b93fbb5c1e3e4865b6662a7caae4e160.jpg,Lunch,Sour,"Lemon, Sugar, Strawberry, Pineapple, Kiwi, Orange"
44,Char Siu (Chinese Barbeque Pork),15 mins,1 hrs 10 mins,2 days 1 hrs 25 mins,4,4 servings,"2 tablespoons honey, 2 tablespoons Shaoxing cooking wine, 1 tablespoon hoisin sauce, 1 tablespoon pureed kiwi, 1 tablespoon Chinese dark soy sauce, 1 tablespoon Thai chile sauce, 2 cloves garlic, grated, 2 teaspoons oyster sauce, ½ teaspoon Chinese five-spice powder, 1 ½ pounds pork belly, skin removed","Mix honey, cooking wine, hoisin sauce, kiwi, dark soy sauce, chile sauce, garlic, oyster sauce, and five-spice powder together in a large resealable plastic bag. Add pork belly. Seal bag, pressing out as much air as possible.
Place bag on a plate and marinate pork belly in the refrigerator, flipping occasionally, for at least 2 days.
Preheat oven to 275 degrees F (135 degrees C) with a rack in the upper third of the oven. Set a wire rack on a rimmed baking sheet.
Place pork belly on the wire rack, reserving marinade.
Bake pork belly in the preheated oven until the internal temperature reaches 160 degrees F (71 degrees C), about 1 hour. Remove pork belly from the oven; baste with reserved marinade.
Move oven rack to the top position and preheat the oven's broiler.
Broil pork until it is dark and glossy and the edges start to blacken, about 5 minutes. Flip and baste on the second side. Continue broiling until second side darkens and starts to blacken, about 5 minutes more. Slice with a sharp knife.",5,https://www.allrecipes.com/recipe/257428/char-siu-chinese-barbeque-pork/,"Prep Time: 15 mins, Cook Time: 1 hrs 10 mins, Additional Time: 2 days, Total Time: 2 days 1 hrs 25 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/AX8NCGAiv5yQWFouOv7G2pKTGaE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4513143-b7c407dd186d4db08e4ae981aec21d15.jpg,Lunch,Light,"Honey, Soy sauce, Garlic, Chili, Spice, Pork"
45,Figs with Caramelized Onions and Goat Cheese,15 mins,45 mins,1 hrs,40,40 crackers,"¼ cup canola oil, 1 large yellow onion, cut into thin slices, ¼ cup small dried Mission figs, 6 ounces goat cheese, softened, 40  crackers","Heat a skillet over medium heat; add oil. Add onion; cook and stir until onion has softened and turned translucent, about 5 minutes. Reduce heat to low and continue cooking and stirring until onion is very tender and dark brown, about 40 minutes more. Remove from heat and cool.
While the onion is cooling, cut the figs lengthwise into 1/4-inch rounds.
Layer 1/4 teaspoon goat cheese, 1/4 teaspoon caramelized onions, and 1 or 2 fig slices on each cracker.",5,https://www.allrecipes.com/recipe/272541/figs-with-caramelized-onions-and-goat-cheese/,"Prep Time: 15 mins, Cook Time: 45 mins, Total Time: 1 hrs, Servings: 40, Yield: 40 crackers",https://www.allrecipes.com/thmb/X44Iha2ACL-Don2ng18zmPthnH0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6507141-10b7dae23f604f18874d6e7be6ebd982.jpg,Lunch,Light,"Oil, Onion, Fig, Cheese, Cracker"
46,Momma's Fresh Fig Preserves,15 mins,3 hrs 5 mins,15 hrs 35 mins,40,5 half pint-sized jars,"6 cups quartered fresh figs, 3 cups white sugar, 1 tablespoon lemon juice, ½ teaspoon grated fresh ginger , ½ teaspoon ground cinnamon, ½ teaspoon vanilla extract, ¼ teaspoon salt","Bring figs, sugar, lemon juice, ginger, cinnamon, vanilla, and salt to a simmer in a saucepan over medium heat. Reduce heat and cook at a low simmer, stirring every 20 minutes, until desired consistency, 3 to 4 hours.
Inspect 5 or 6 half pint-sized jars for cracks and rings for rust, discarding any defective ones. Immerse in simmering water until fig preserves are ready. Wash new, unused lids and rings in warm soapy water.
Pack fig preserves into hot, sterilized jars, filling to within 1/4 inch of the top. Run a clean knife or thin spatula around the insides of the jars to remove any air bubbles. Wipe rims with a moist paper towel to remove any residue. Top with lids and screw rings on tightly.
Place a rack in the bottom of a large stockpot and fill halfway with water. Bring to a boil and lower jars 2 inches apart into the boiling water using a holder. Pour in more boiling water to cover jars by at least 1 inch. Bring to a rolling boil, cover, and process for 10 minutes.
Remove the jars from the stockpot and let rest, several inches apart, for 12 to 24 hours. Press the center of each lid with a finger to ensure the lid does not move up or down. Remove the rings for storage and store in a cool, dark area.",5,https://www.allrecipes.com/recipe/283447/mommas-fresh-fig-preserves/,"Prep Time: 15 mins, Cook Time: 3 hrs 5 mins, Additional Time: 12 hrs 15 mins, Total Time: 15 hrs 35 mins, Servings: 40, Yield: 5 half pint-sized jars",https://www.allrecipes.com/thmb/bhkuBWT4V6ssQtBrMD7Z2rYiT2E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2390103-315ca1887789448e94497b7300d6876f.jpg,Lunch,Sour,"Fig, Sugar, Lemon, Ginger, Cinnamon, Vanilla, Salt"
47,Moroccan Lamb Stew with Apricots,30 mins,1 hrs 55 mins,2 hrs 25 mins,4,4 servings,"2 pounds boneless leg of lamb, cut into 1-inch cubes, 2 teaspoons ground coriander, 1 teaspoon ground cumin, 1 teaspoon sweet paprika, ½ teaspoon cayenne pepper, ½ teaspoon ground cardamom, ½ teaspoon ground turmeric, 2 teaspoons kosher salt, 2 tablespoons olive oil, 2 cups finely chopped onion, 4 cloves garlic, minced, 1 tablespoon minced fresh ginger root, 2 (3 inch) cinnamon sticks, 2 cups low-sodium chicken stock, 1 cup dried apricots, halved, 2 (3 inch) orange peel strips, 1 tablespoon honey, ¼ cup chopped fresh cilantro, ¼ cup toasted pine nuts","Combine lamb, coriander, cumin, paprika, cayenne, cardamom, turmeric, and salt in a large bowl; toss together until lamb is evenly coated.
Heat oil in a large Dutch oven or tagine over medium heat. Add onions; cook, stirring occasionally until soft and translucent, about 5 minutes. Stir in garlic, ginger, and cinnamon; cook, stirring frequently, until fragrant, about 1 minute. Add seasoned lamb; cook, stirring frequently until light brown, being careful not to caramelize, about 2 minutes. Add chicken stock and bring to a gentle boil over medium heat. Reduce heat to low and simmer, covered, until the lamb is just tender, about 1 hour and 15 minutes.
Stir in apricots, orange peels, and honey; continue to simmer over low heat, uncovered, until the liquid has thickened slightly and lamb is fork-tender, about 30 minutes. Remove from the heat, discard cinnamon sticks and orange peels.
Divide evenly among 4 bowls. Garnish each bowl with a tablespoon each of cilantro and pine nuts.",5,https://www.allrecipes.com/recipe/282831/moroccan-lamb-stew-with-apricots/,"Prep Time: 30 mins, Cook Time: 1 hrs 55 mins, Total Time: 2 hrs 25 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/v7JxWPmmachVfa0uUvk1A-b30DY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8924797-2b9366c38f36400e9b031729869b425f.jpg,Lunch,Spicy,"Lamb, Cumin, Paprika, Chili, Turmeric, Salt, Oil, Onion, Garlic, Ginger, Cinnamon, Chicken, Apricot, Orange, Honey"
48,Fig and Rosemary Cranberry Sauce,10 mins,15 mins,35 mins,8,8 servings,"1 cup water, 1 cup dark brown sugar, 2 teaspoons maple extract, 1 (12 ounce) package fresh cranberries, 10  dried Mission figs, chopped, 1 (5 inch) fresh rosemary sprig","Bring water, brown sugar, and maple extract to a boil in a non-reactive saucepan. Add cranberries and figs. Cook over medium heat, stirring frequently, until slightly thickened, about 5 minutes. Add rosemary and cook until sauce is thickened, about 5 minutes more.
Carefully remove rosemary sprig and discard. Remove pot from the burner and let cool, about 10 minutes. Pour sauce into a bowl and refrigerate until ready to serve.",5,https://www.allrecipes.com/recipe/276836/fig-and-rosemary-cranberry-sauce/,"Prep Time: 10 mins, Cook Time: 15 mins, Additional Time: 10 mins, Total Time: 35 mins, Servings: 8, Yield: 8 servings",https://www.allrecipes.com/thmb/RZs0-CTppLBRfnG5LUu3TGHnOyw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1724743-0d51e94718614968a74d1dea6424ca6f.jpg,Lunch,Light,"Water, Sugar, Cranberry, Fig, Rosemary"
49,Homemade Apricot Jam,10 mins,10 mins,1 day 20 mins,56,7 cups,"2 ½ pounds fresh apricots, pitted and finely chopped, ⅓ cup lemon juice, 5 ¾ cups white sugar, ½ teaspoon butter, 1 (1.75 ounce) package powdered fruit pectin","Stir apricots, lemon juice, and sugar together in a large pot over medium heat; add butter to reduce foaming. Bring apricot mixture to a rolling boil, stirring constantly. Quickly stir in pectin; return to a full boil until pectin is dissolved, 1 minute. Remove from heat and skim off any foam with a metal spoon.
Sterilize jars and lids in boiling water for at least 5 minutes. Pack apricot jam into the hot, sterilized jars, filling the jars to within 1/4 inch of the top. Run a knife or a thin spatula around the insides of the jars after they have been filled to remove any air bubbles. Wipe the rims of the jars with a moist paper towel to remove any food residue. Top with lids, and screw on rings.
Place a rack in the bottom of a large stockpot and fill halfway with water. Bring to a boil, then carefully lower the jars into the pot using a holder. Leave a 2-inch space between the jars. Pour in more boiling water if necessary until the water level is at least 1 inch above the tops of the jars. Bring the water to a full boil, cover the pot, and process for 5 minutes.
Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart, for at least 24 hours. Press the top of each lid with a finger, ensuring that the seal is tight (lid does not move up or down at all). It may take up to 2 weeks for jam to set. Store in a cool, dark area.",5,https://www.allrecipes.com/recipe/223063/homemade-apricot-jam/,"Prep Time: 10 mins, Cook Time: 10 mins, Additional Time: 1 day, Total Time: 1 day 20 mins, Servings: 56, Yield: 7 cups",https://www.allrecipes.com/thmb/dDGLeRtrIG6cUN8RV1GkZSSRjpI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1215260-f892c32097944ba799a15b91620827a3.jpg,Lunch,Sour,"Apricot, Lemon, Sugar, Butter"
50,Baby Food: Plum,10 mins,10 mins,20 mins,6,1 1/2 cups,"4  plums - peeled, pitted, and cut into small chunks","Place a steamer insert into a saucepan and fill with water to just below the bottom of the steamer. Bring water to a boil. Add plums, cover, and steam until tender, about 10 minutes.
Transfer plums to a food processor and blend, adding water from the saucepan as needed, until desired consistency is reached. Allow pureed plums to reach room temperature before serving or freezing.",5,https://www.allrecipes.com/recipe/247144/baby-food-plum/,"Prep Time: 10 mins, Cook Time: 10 mins, Total Time: 20 mins, Servings: 6, Yield: 1 1/2 cups",https://www.allrecipes.com/thmb/JADaewEwJ6pqSx619t3drWHJAYU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4473902-e494dfdb46ae42688b69596db0e90fc6.jpg,Lunch,Light,Plum
51,Plum Butter,10 mins,6 hrs 45 mins,18 hrs 55 mins,32,4 cups,"4 ½ pounds plums, pitted and diced, ¼ cup water, or as needed, 1 cup white sugar","Place plums in a large stockpot and add enough water to cover the bottom of stockpot; cook over very low heat, stirring occasionally, until plums are broken down, about 2 hours. Remove stockpot from heat and cool for 2 hours.
Return stockpot to stovetop over low heat; cook gently for 2 to 3 hours. Remove from heat and keep at room temperature, 8 hours to overnight.
Cook plums over low heat, stirring occasionally, about 2 hours. Remove from heat and let stand at room temperature for 2 hours.
Bring plums to a boil; add sugar, lower heat, and simmer until thickened, about 15 minutes.
Sterilize jars and lids in boiling water for at least 5 minutes. Pack plum butter into hot jars, filling to within 1/4 inch of the top. Run a clean knife or thin spatula around the insides of the jars to remove any air bubbles. Wipe the rims of the jars with a moist paper towel to remove any food residue. Top with lids and screw on rings.
Place a rack in the bottom of a large stockpot and fill halfway with water. Bring to a boil and lower jars into the boiling water using a holder. Leave a 2-inch space between the jars. Pour in more boiling water if necessary to bring the water level to at least 1 inch above the tops of the jars. Bring the water to a rolling boil, cover the pot, and process for 15 minutes.
Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart, until cool. Press the top of each lid with a finger, ensuring that the seal is tight (lid does not move up or down at all). Store in a cool, dark area.",5,https://www.allrecipes.com/recipe/255523/plum-butter/,"Prep Time: 10 mins, Cook Time: 6 hrs 45 mins, Additional Time: 12 hrs, Total Time: 18 hrs 55 mins, Servings: 32, Yield: 4 cups",https://www.allrecipes.com/thmb/F367I96e_ETi64IVDNtGh3Z5BNo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4540723-86e304d70526487cab5bf29a04bb019f.jpg,Lunch,Light,"Plum, Water, Sugar"
52,Mexican Chicken and Rice Soup (Sopa de Pollo y Arroz),25 mins,45 mins,1 hrs 10 mins,8,8 servings,"2 ½ quarts chicken stock, 2 pounds skin-on, bone-in whole chicken legs (drumsticks and thighs), 3  carrots, chopped, 1  white onion, chopped, 2 stalks celery, chopped, ¼ cup chopped fresh cilantro, 1 clove garlic, 1 tablespoon chopped fresh mint,   salt and ground black pepper to taste, 3 cups cooked rice, 1  avocado, peeled and chopped, 2  serrano peppers, minced, 2  limes, quartered","Bring stock to a boil in a large pot over high heat. Add chicken legs; return to a boil. Reduce heat, cover, and simmer for 10 minutes, skimming away foam that forms on the surface. Add carrots, onion, celery, cilantro, garlic, and mint.
Cover pot and cook until chicken is no longer pink at the bone and the juices run clear, about 30 minutes more. Remove chicken from the pot; discard skin and bones. Shred meat using 2 forks.
Return chicken meat to the pot and season with salt and pepper. Add rice. Let chicken and rice warm up, about 5 minutes. Remove from heat and pour soup into serving bowls. Top with avocado and serrano peppers and squeeze in lime juice.",5,https://www.allrecipes.com/recipe/262306/mexican-chicken-and-rice-soup-sopa-de-pollo-y-arroz/,"Prep Time: 25 mins, Cook Time: 45 mins, Total Time: 1 hrs 10 mins, Servings: 8, Yield: 8 servings",https://www.allrecipes.com/thmb/eF1fHellBrcbGWJ_Pv-YJbZigLI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5013253-9fe61539870347b6b02da102ec904a5e.jpg,Lunch,Light,"Chicken, Carrot, Onion, Garlic, Mint, Salt, Black pepper, Rice, Avocado, Chili, Lime"
53,Tropical Island Fruit Salad,30 mins,,30 mins,14,14 servings,"1  pineapple - peeled, cored, and cut into 1/2-inch cubes, 2  mangos - peeled, pitted, and cut into small cubes, 2  papayas - halved lengthwise, seeded, peeled, and cut into 1/2-inch cubes, 3  bananas, sliced","Toss pineapple, mangos, papayas, and bananas together in a large bowl.",5,https://www.allrecipes.com/recipe/222534/tropical-island-fruit-salad/,"Prep Time: 30 mins, Total Time: 30 mins, Servings: 14, Yield: 14 servings",https://www.allrecipes.com/thmb/efpd6zZLT51vTszSVnN8I21Szik=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/876301-773d297aaf5443fd92884b79886b67a7.jpg,Lunch,Light,"Pineapple, Mango, Papaya, Banana"
54,Slow Cooker Tacos al Pastor,30 mins,7 hrs,7 hrs 30 mins,10,10 tacos,"⅔ large pineapple - peeled, cored, and chopped into small chunks, 1 small white onion, quartered, 1  chipotle peppers in adobo sauce, or more to taste, 2  dried guajillo chiles, stemmed and seeded, or more to taste, 1  dried chile de arbol pepper, stemmed and seeded, or more to taste, 3 cloves garlic, halved, 1 tablespoon minced fresh oregano, ½ cup orange juice, 2 tablespoons white vinegar, 2 tablespoons achiote powder, 2 teaspoons salt, 1 teaspoon ground cumin, 1 teaspoon lime zest, or to taste, ½ teaspoon ground ancho chile powder, ¼ teaspoon freshly ground black pepper, 1 (3 pound) boneless pork loin, cubed","Place pineapple, onion, chipotle peppers plus 1 1/2 teaspoons adobo sauce, guajillo chiles, chile de arbol, garlic, and oregano in a food processor. Blend until smooth. Transfer to a bowl and add orange juice, vinegar, achiote powder, salt, cumin, lime zest, chile powder, and black pepper. Mix sauce well.
Place pork in a slow cooker and cover with the sauce. Cover and cook on Low until pork is very tender, 7 to 9 hours. Begin heating tortillas 35 to 40 minutes before pork is done.
Heat oil in a saucepan over high heat. Cook tortillas one at a time until brown spots appear, 30 seconds to 1 minute per side. Plate tortillas in stacks of two for each taco.
Shred pork using 2 forks; mix to coat with the sauce. Scoop pork onto tacos using a slotted spoon. Top each with a portion of pineapple, cilantro, and onion.",5,https://www.allrecipes.com/recipe/266022/slow-cooker-tacos-al-pastor/,"Prep Time: 30 mins, Cook Time: 7 hrs, Total Time: 7 hrs 30 mins, Servings: 10, Yield: 10 tacos",https://www.allrecipes.com/thmb/MnHN3hOhog8p9qzeIc0BhA-VSNc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9235626-3a2a73a9aacb4ed883b2bb8a0546954d.jpg,Lunch,Sour,"Pineapple, Onion, Chili, Garlic,  Orange, Vinegar, Spice, Salt, Lime, Pork"
